,Kabupaten_Kota,Kecamatan,Kelurahan,Kelamin,Pekerjaan,Jumlah
21,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,LAKI-LAKI,Perawat,3
22,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,LAKI-LAKI,Pelaut,1
23,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,LAKI-LAKI,Sopir,1
24,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,LAKI-LAKI,Pedagang,8
25,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,LAKI-LAKI,Wiraswasta,124
26,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,LAKI-LAKI,Lainnya,2
27,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,LAKI-LAKI,Belum/Tidak Bekerja,11
28,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,LAKI-LAKI,Mengurus Rumah Tangga,1
29,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,LAKI-LAKI,Pelajar/Mahasiswa,10
30,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,LAKI-LAKI,Pensiunan,7
31,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,LAKI-LAKI,Pegawai Negeri Sipil,50
32,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,LAKI-LAKI,Kepolisian RI,8
33,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,LAKI-LAKI,Perdagangan,2
34,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,LAKI-LAKI,Petani/Pekebun,1
35,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,LAKI-LAKI,Nelayan/Perikanan,1007
36,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,LAKI-LAKI,Industri,1
37,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,LAKI-LAKI,Konstruksi,5
38,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,LAKI-LAKI,Karyawan Swasta,249
39,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,LAKI-LAKI,Karyawan Honorer,75
40,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,LAKI-LAKI,Buruh Harian Lepas,195
41,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,LAKI-LAKI,Buruh Nelayan/Perikanan,20
42,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,LAKI-LAKI,Dosen,1
43,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,LAKI-LAKI,Guru,28
44,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,LAKI-LAKI,Dokter,1
45,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,LAKI-LAKI,Bidan,0
46,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,LAKI-LAKI,Perawat,3
47,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,LAKI-LAKI,Pelaut,2
48,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,LAKI-LAKI,Sopir,1
49,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,LAKI-LAKI,Pedagang,10
50,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,LAKI-LAKI,Wiraswasta,106
51,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,LAKI-LAKI,Belum/Tidak Bekerja,6
52,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,LAKI-LAKI,Mengurus Rumah Tangga,0
53,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,LAKI-LAKI,Pelajar/Mahasiswa,10
54,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,LAKI-LAKI,Pensiunan,2
55,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,LAKI-LAKI,Pegawai Negeri Sipil,17
56,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,LAKI-LAKI,Kepolisian RI,3
57,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,LAKI-LAKI,Petani/Pekebun,1
58,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,LAKI-LAKI,Nelayan/Perikanan,385
59,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,LAKI-LAKI,Konstruksi,2
60,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,LAKI-LAKI,Karyawan Swasta,59
61,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,LAKI-LAKI,Karyawan BUMN,1
62,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,LAKI-LAKI,Karyawan Honorer,81
63,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,LAKI-LAKI,Buruh Harian Lepas,41
64,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,LAKI-LAKI,Buruh Nelayan/Perikanan,2
65,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,LAKI-LAKI,Guru,11
66,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,LAKI-LAKI,Perawat,1
67,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,LAKI-LAKI,Pelaut,1
68,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,LAKI-LAKI,Wiraswasta,37
69,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,LAKI-LAKI,Belum/Tidak Bekerja,7
70,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,LAKI-LAKI,Mengurus Rumah Tangga,0
71,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,LAKI-LAKI,Pelajar/Mahasiswa,3
72,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,LAKI-LAKI,Pensiunan,11
73,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,LAKI-LAKI,Pegawai Negeri Sipil,33
74,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,LAKI-LAKI,Kepolisian RI,4
75,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,LAKI-LAKI,Perdagangan,1
76,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,LAKI-LAKI,Nelayan/Perikanan,235
77,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,LAKI-LAKI,Karyawan Swasta,79
78,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,LAKI-LAKI,Karyawan Honorer,71
79,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,LAKI-LAKI,Buruh Harian Lepas,15
80,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,LAKI-LAKI,Buruh Nelayan/Perikanan,3
81,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,LAKI-LAKI,Guru,14
82,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,LAKI-LAKI,Perawat,0
83,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,LAKI-LAKI,Pelaut,2
84,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,LAKI-LAKI,Pedagang,4
85,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,LAKI-LAKI,Wiraswasta,148
86,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,LAKI-LAKI,Belum/Tidak Bekerja,6
87,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,LAKI-LAKI,Mengurus Rumah Tangga,0
88,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,LAKI-LAKI,Pelajar/Mahasiswa,1
89,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,LAKI-LAKI,Pensiunan,14
90,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,LAKI-LAKI,Pegawai Negeri Sipil,90
91,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,LAKI-LAKI,Kepolisian RI,6
92,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,LAKI-LAKI,Perdagangan,1
93,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,LAKI-LAKI,Petani/Pekebun,2
94,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,LAKI-LAKI,Peternak,1
95,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,LAKI-LAKI,Nelayan/Perikanan,703
96,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,LAKI-LAKI,Konstruksi,2
97,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,LAKI-LAKI,Karyawan Swasta,122
98,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,LAKI-LAKI,Karyawan BUMN,2
99,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,LAKI-LAKI,Karyawan BUMD,1
100,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,LAKI-LAKI,Karyawan Honorer,178
101,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,LAKI-LAKI,Buruh Harian Lepas,54
102,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,LAKI-LAKI,Buruh Nelayan/Perikanan,3
103,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,LAKI-LAKI,Wartawan,1
104,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,LAKI-LAKI,Ustadz/Mubaligh,2
105,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,LAKI-LAKI,Guru,43
106,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,LAKI-LAKI,Bidan,0
107,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,LAKI-LAKI,Perawat,1
108,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,LAKI-LAKI,Pelaut,12
109,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,LAKI-LAKI,Pedagang,11
110,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,LAKI-LAKI,Wiraswasta,230
111,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,LAKI-LAKI,Lainnya,1
112,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,LAKI-LAKI,Belum/Tidak Bekerja,2
113,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,LAKI-LAKI,Mengurus Rumah Tangga,0
114,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,LAKI-LAKI,Pelajar/Mahasiswa,1
115,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,LAKI-LAKI,Pensiunan,1
116,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,LAKI-LAKI,Pegawai Negeri Sipil,13
117,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,LAKI-LAKI,Tentara Nasional Indonesia,2
118,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,LAKI-LAKI,Kepolisian RI,2
119,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,LAKI-LAKI,Perdagangan,1
120,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,LAKI-LAKI,Petani/Pekebun,1
121,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,LAKI-LAKI,Nelayan/Perikanan,631
122,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,LAKI-LAKI,Konstruksi,4
123,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,LAKI-LAKI,Karyawan Swasta,68
124,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,LAKI-LAKI,Karyawan Honorer,120
125,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,LAKI-LAKI,Buruh Harian Lepas,8
126,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,LAKI-LAKI,Buruh Nelayan/Perikanan,1
127,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,LAKI-LAKI,Pembantu Rumah Tangga,0
128,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,LAKI-LAKI,Guru,12
129,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,LAKI-LAKI,Pengacara,1
130,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,LAKI-LAKI,Perawat,2
131,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,LAKI-LAKI,Apoteker,1
132,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,LAKI-LAKI,Pelaut,1
133,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,LAKI-LAKI,Wiraswasta,64
134,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,LAKI-LAKI,Lainnya,1
135,JAKARTA PUSAT,GAMBIR,GAMBIR,LAKI-LAKI,Belum/Tidak Bekerja,4
136,JAKARTA PUSAT,GAMBIR,GAMBIR,LAKI-LAKI,Mengurus Rumah Tangga,0
137,JAKARTA PUSAT,GAMBIR,GAMBIR,LAKI-LAKI,Pelajar/Mahasiswa,19
138,JAKARTA PUSAT,GAMBIR,GAMBIR,LAKI-LAKI,Pensiunan,54
139,JAKARTA PUSAT,GAMBIR,GAMBIR,LAKI-LAKI,Pegawai Negeri Sipil,31
140,JAKARTA PUSAT,GAMBIR,GAMBIR,LAKI-LAKI,Tentara Nasional Indonesia,34
141,JAKARTA PUSAT,GAMBIR,GAMBIR,LAKI-LAKI,Kepolisian RI,3
142,JAKARTA PUSAT,GAMBIR,GAMBIR,LAKI-LAKI,Perdagangan,3
143,JAKARTA PUSAT,GAMBIR,GAMBIR,LAKI-LAKI,Petani/Pekebun,1
144,JAKARTA PUSAT,GAMBIR,GAMBIR,LAKI-LAKI,Karyawan Swasta,413
145,JAKARTA PUSAT,GAMBIR,GAMBIR,LAKI-LAKI,Karyawan BUMN,8
146,JAKARTA PUSAT,GAMBIR,GAMBIR,LAKI-LAKI,Karyawan Honorer,3
147,JAKARTA PUSAT,GAMBIR,GAMBIR,LAKI-LAKI,Buruh Harian Lepas,25
148,JAKARTA PUSAT,GAMBIR,GAMBIR,LAKI-LAKI,Buruh Tani/Perkebunan,1
149,JAKARTA PUSAT,GAMBIR,GAMBIR,LAKI-LAKI,Seniman,1
150,JAKARTA PUSAT,GAMBIR,GAMBIR,LAKI-LAKI,Pendeta,6
151,JAKARTA PUSAT,GAMBIR,GAMBIR,LAKI-LAKI,Wartawan,1
152,JAKARTA PUSAT,GAMBIR,GAMBIR,LAKI-LAKI,Presiden,1
153,JAKARTA PUSAT,GAMBIR,GAMBIR,LAKI-LAKI,Dosen,2
154,JAKARTA PUSAT,GAMBIR,GAMBIR,LAKI-LAKI,Guru,2
155,JAKARTA PUSAT,GAMBIR,GAMBIR,LAKI-LAKI,Pilot,1
156,JAKARTA PUSAT,GAMBIR,GAMBIR,LAKI-LAKI,Pengacara,2
157,JAKARTA PUSAT,GAMBIR,GAMBIR,LAKI-LAKI,Konsultan,1
158,JAKARTA PUSAT,GAMBIR,GAMBIR,LAKI-LAKI,Dokter,3
159,JAKARTA PUSAT,GAMBIR,GAMBIR,LAKI-LAKI,Bidan,0
160,JAKARTA PUSAT,GAMBIR,GAMBIR,LAKI-LAKI,Pelaut,2
161,JAKARTA PUSAT,GAMBIR,GAMBIR,LAKI-LAKI,Sopir,2
162,JAKARTA PUSAT,GAMBIR,GAMBIR,LAKI-LAKI,Pedagang,24
163,JAKARTA PUSAT,GAMBIR,GAMBIR,LAKI-LAKI,Wiraswasta,192
164,JAKARTA PUSAT,GAMBIR,GAMBIR,LAKI-LAKI,Lainnya,5
165,JAKARTA PUSAT,GAMBIR,CIDENG,LAKI-LAKI,Belum/Tidak Bekerja,95
166,JAKARTA PUSAT,GAMBIR,CIDENG,LAKI-LAKI,Mengurus Rumah Tangga,0
167,JAKARTA PUSAT,GAMBIR,CIDENG,LAKI-LAKI,Pelajar/Mahasiswa,73
168,JAKARTA PUSAT,GAMBIR,CIDENG,LAKI-LAKI,Pensiunan,169
169,JAKARTA PUSAT,GAMBIR,CIDENG,LAKI-LAKI,Pegawai Negeri Sipil,80
170,JAKARTA PUSAT,GAMBIR,CIDENG,LAKI-LAKI,Tentara Nasional Indonesia,18
171,JAKARTA PUSAT,GAMBIR,CIDENG,LAKI-LAKI,Kepolisian RI,174
172,JAKARTA PUSAT,GAMBIR,CIDENG,LAKI-LAKI,Perdagangan,5
173,JAKARTA PUSAT,GAMBIR,CIDENG,LAKI-LAKI,Industri,1
174,JAKARTA PUSAT,GAMBIR,CIDENG,LAKI-LAKI,Transportasi,0
175,JAKARTA PUSAT,GAMBIR,CIDENG,LAKI-LAKI,Karyawan Swasta,3044
176,JAKARTA PUSAT,GAMBIR,CIDENG,LAKI-LAKI,Karyawan BUMN,22
177,JAKARTA PUSAT,GAMBIR,CIDENG,LAKI-LAKI,Karyawan BUMD,2
178,JAKARTA PUSAT,GAMBIR,CIDENG,LAKI-LAKI,Karyawan Honorer,17
179,JAKARTA PUSAT,GAMBIR,CIDENG,LAKI-LAKI,Buruh Harian Lepas,147
180,JAKARTA PUSAT,GAMBIR,CIDENG,LAKI-LAKI,Pembantu Rumah Tangga,0
181,JAKARTA PUSAT,GAMBIR,CIDENG,LAKI-LAKI,Tukang Jahit,2
182,JAKARTA PUSAT,GAMBIR,CIDENG,LAKI-LAKI,Tukang Gigi,1
183,JAKARTA PUSAT,GAMBIR,CIDENG,LAKI-LAKI,Penata Rias,1
184,JAKARTA PUSAT,GAMBIR,CIDENG,LAKI-LAKI,Mekanik,10
185,JAKARTA PUSAT,GAMBIR,CIDENG,LAKI-LAKI,Seniman,5
186,JAKARTA PUSAT,GAMBIR,CIDENG,LAKI-LAKI,Pendeta,7
187,JAKARTA PUSAT,GAMBIR,CIDENG,LAKI-LAKI,Wartawan,13
188,JAKARTA PUSAT,GAMBIR,CIDENG,LAKI-LAKI,Anggota DPR-RI,2
189,JAKARTA PUSAT,GAMBIR,CIDENG,LAKI-LAKI,Anggota DPRD Kabupaten/Kota,0
190,JAKARTA PUSAT,GAMBIR,CIDENG,LAKI-LAKI,Dosen,15
191,JAKARTA PUSAT,GAMBIR,CIDENG,LAKI-LAKI,Guru,22
192,JAKARTA PUSAT,GAMBIR,CIDENG,LAKI-LAKI,Pengacara,9
193,JAKARTA PUSAT,GAMBIR,CIDENG,LAKI-LAKI,Notaris,1
194,JAKARTA PUSAT,GAMBIR,CIDENG,LAKI-LAKI,Arsitek,3
195,JAKARTA PUSAT,GAMBIR,CIDENG,LAKI-LAKI,Konsultan,2
196,JAKARTA PUSAT,GAMBIR,CIDENG,LAKI-LAKI,Dokter,37
197,JAKARTA PUSAT,GAMBIR,CIDENG,LAKI-LAKI,Perawat,1
198,JAKARTA PUSAT,GAMBIR,CIDENG,LAKI-LAKI,Apoteker,1
199,JAKARTA PUSAT,GAMBIR,CIDENG,LAKI-LAKI,Pelaut,1
200,JAKARTA PUSAT,GAMBIR,CIDENG,LAKI-LAKI,Peneliti,1
201,JAKARTA PUSAT,GAMBIR,CIDENG,LAKI-LAKI,Sopir,40
202,JAKARTA PUSAT,GAMBIR,CIDENG,LAKI-LAKI,Pedagang,129
203,JAKARTA PUSAT,GAMBIR,CIDENG,LAKI-LAKI,Wiraswasta,810
204,JAKARTA PUSAT,GAMBIR,CIDENG,LAKI-LAKI,Lainnya,26
205,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,LAKI-LAKI,Belum/Tidak Bekerja,107
206,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,LAKI-LAKI,Mengurus Rumah Tangga,1
207,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,LAKI-LAKI,Pelajar/Mahasiswa,63
208,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,LAKI-LAKI,Pensiunan,98
209,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,LAKI-LAKI,Pegawai Negeri Sipil,60
210,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,LAKI-LAKI,Tentara Nasional Indonesia,14
211,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,LAKI-LAKI,Kepolisian RI,6
212,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,LAKI-LAKI,Perdagangan,1
213,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,LAKI-LAKI,Petani/Pekebun,1
214,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,LAKI-LAKI,Konstruksi,1
215,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,LAKI-LAKI,Karyawan Swasta,3855
216,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,LAKI-LAKI,Karyawan BUMN,16
217,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,LAKI-LAKI,Karyawan BUMD,2
218,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,LAKI-LAKI,Karyawan Honorer,5
219,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,LAKI-LAKI,Buruh Harian Lepas,301
220,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,LAKI-LAKI,Tukang Jahit,3
221,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,LAKI-LAKI,Penata Rambut,1
222,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,LAKI-LAKI,Mekanik,9
223,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,LAKI-LAKI,Seniman,5
224,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,LAKI-LAKI,Perancang Busana,1
225,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,LAKI-LAKI,Pendeta,14
226,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,LAKI-LAKI,Pastor,13
227,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,LAKI-LAKI,Wartawan,5
228,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,LAKI-LAKI,Ustadz/Mubaligh,1
229,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,LAKI-LAKI,Anggota DPR-RI,1
230,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,LAKI-LAKI,Dosen,9
231,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,LAKI-LAKI,Guru,25
232,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,LAKI-LAKI,Pengacara,2
233,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,LAKI-LAKI,Notaris,2
234,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,LAKI-LAKI,Arsitek,1
235,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,LAKI-LAKI,Akuntan,1
236,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,LAKI-LAKI,Konsultan,4
237,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,LAKI-LAKI,Dokter,29
238,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,LAKI-LAKI,Bidan,0
239,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,LAKI-LAKI,Perawat,1
240,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,LAKI-LAKI,Apoteker,0
241,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,LAKI-LAKI,Pelaut,1
242,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,LAKI-LAKI,Sopir,54
243,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,LAKI-LAKI,Pedagang,191
244,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,LAKI-LAKI,Wiraswasta,741
245,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,LAKI-LAKI,Lainnya,13
246,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,LAKI-LAKI,Belum/Tidak Bekerja,113
247,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,LAKI-LAKI,Mengurus Rumah Tangga,1
248,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,LAKI-LAKI,Pelajar/Mahasiswa,57
249,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,LAKI-LAKI,Pensiunan,102
250,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,LAKI-LAKI,Pegawai Negeri Sipil,98
251,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,LAKI-LAKI,Tentara Nasional Indonesia,744
252,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,LAKI-LAKI,Kepolisian RI,6
253,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,LAKI-LAKI,Perdagangan,1
